,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
4749,cloudy,3.5,4.0,3.75,4.0,4.75,3.25,4.5,"[3, 4, 4, 3]","[4, 4, 4, 4]","[3, 4, 4, 4]","[4, 5, 4, 3]","[4, 5, 5, 5]","[3, 3, 3, 4]","[4, 5, 5, 4]"
4750,analogue,3.75,5.0,4.5,4.0,4.25,3.5,4.75,"[3, 4, 4, 4]","[5, 5, 5, 5]","[5, 5, 4, 4]","[4, 4, 4, 4]","[4, 4, 5, 4]","[4, 4, 3, 3]","[4, 5, 5, 5]"
4751,sky,4.25,6.5,6.5,5.5,6.0,6.0,4.75,"[3, 5, 5, 4]","[7, 7, 6, 6]","[7, 6, 7, 6]","[4, 6, 6, 6]","[6, 6, 6, 6]","[6, 6, 6, 6]","[4, 5, 5, 5]"
4752,soil,3.0,5.0,5.0,6.0,5.0,3.5,4.25,"[2, 3, 3, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[6, 6, 6, 6]","[5, 5, 5, 5]","[3, 3, 4, 4]","[3, 5, 5, 4]"
4753,contender,5.75,5.5,6.5,4.0,4.5,4.0,5.5,"[5, 5, 7, 6]","[6, 6, 5, 5]","[6, 6, 7, 7]","[4, 4, 4, 4]","[5, 4, 5, 4]","[4, 4, 4, 4]","[5, 6, 6, 5]"
4754,top (shirt),3.0,5.25,5.0,5.0,4.5,3.0,4.5,"[2, 3, 4, 3]","[6, 5, 5, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 4, 5, 4]","[3, 3, 3, 3]","[4, 5, 5, 4]"
4755,episodic,4.5,4.75,4.25,3.0,4.25,3.0,3.75,"[4, 4, 5, 5]","[5, 4, 5, 5]","[4, 5, 4, 4]","[3, 3, 3, 3]","[5, 4, 4, 4]","[3, 3, 3, 3]","[3, 4, 4, 4]"
4756,persistent,5.0,5.75,6.0,3.75,4.25,3.75,5.25,"[3, 6, 6, 5]","[5, 6, 6, 6]","[6, 6, 6, 6]","[3, 4, 4, 4]","[4, 4, 5, 4]","[3, 3, 4, 5]","[4, 5, 6, 6]"
4757,father,4.25,7.0,6.75,6.0,5.25,5.0,6.25,"[3, 4, 6, 4]","[7, 7, 7, 7]","[7, 7, 6, 7]","[6, 6, 6, 6]","[5, 5, 6, 5]","[5, 5, 5, 5]","[6, 6, 6, 7]"
4758,imagine,5.0,6.75,6.5,2.25,5.5,3.5,4.25,"[5, 5, 5, 5]","[6, 7, 7, 7]","[7, 6, 7, 6]","[2, 2, 2, 3]","[5, 6, 5, 6]","[4, 4, 2, 4]","[4, 4, 5, 4]"
4759,public,3.75,5.25,6.0,4.5,5.0,4.75,5.5,"[3, 4, 4, 4]","[5, 6, 5, 5]","[6, 6, 6, 6]","[4, 4, 6, 4]","[5, 5, 5, 5]","[5, 4, 5, 5]","[5, 6, 6, 5]"
4760,spit,6.25,2.75,2.75,2.25,3.5,1.75,4.75,"[6, 6, 7, 6]","[3, 2, 3, 3]","[2, 4, 3, 2]","[2, 2, 3, 2]","[3, 4, 4, 3]","[2, 1, 2, 2]","[5, 5, 5, 4]"
4761,smart,5.25,7.0,7.0,4.75,5.0,3.25,5.75,"[6, 5, 5, 5]","[7, 7, 7, 7]","[8, 6, 7, 7]","[5, 4, 5, 5]","[5, 5, 5, 5]","[3, 3, 3, 4]","[5, 6, 6, 6]"
4762,staff (stick),3.0,5.0,5.0,5.25,4.25,3.5,5.25,"[2, 3, 4, 3]","[5, 5, 5, 5]","[5, 5, 6, 4]","[5, 6, 5, 5]","[4, 4, 4, 5]","[4, 4, 3, 3]","[5, 6, 5, 5]"
4763,recognize,4.25,5.75,5.75,4.5,5.0,3.5,5.0,"[4, 4, 5, 4]","[6, 6, 5, 6]","[6, 6, 6, 5]","[5, 4, 5, 4]","[5, 5, 5, 5]","[4, 4, 3, 3]","[5, 5, 5, 5]"
4764,abbey,3.0,6.25,5.5,5.0,5.25,4.75,4.0,"[2, 2, 4, 4]","[7, 6, 6, 6]","[5, 6, 5, 6]","[5, 5, 5, 5]","[5, 5, 6, 5]","[5, 4, 5, 5]","[4, 5, 3, 4]"
4765,prick (dick),7.25,2.0,2.25,2.0,2.75,2.0,5.0,"[7, 7, 8, 7]","[2, 2, 2, 2]","[2, 3, 2, 2]","[2, 2, 2]","[2, 3, 4, 2]","[2, 2, 2, 2]","[6, 6, 6, 2]"
4766,chaotic,7.25,2.75,3.5,2.75,4.25,5.0,5.0,"[7, 7, 7, 8]","[2, 3, 3, 3]","[4, 4, 4, 2]","[3, 3, 3, 2]","[4, 5, 4, 4]","[5, 4, 5, 6]","[4, 5, 6, 5]"
4767,aware,4.0,5.75,5.5,3.75,5.0,3.25,4.5,"[4, 4, 4, 4]","[5, 6, 6, 6]","[7, 5, 5, 5]","[4, 4, 3, 4]","[5, 5, 5, 5]","[3, 3, 3, 4]","[4, 4, 5, 5]"
4768,virgin,4.75,4.5,3.25,2.5,4.25,2.5,3.25,"[4, 5, 6, 4]","[4, 5, 4, 5]","[3, 4, 3, 3]","[3, 2, 3, 2]","[4, 4, 5, 4]","[3, 2, 2, 3]","[3, 4, 3, 3]"
4769,chestnut,3.25,5.0,4.5,5.5,4.75,3.0,4.5,"[2, 3, 4, 4]","[5, 5, 5, 5]","[4, 5, 5, 4]","[6, 5, 6, 5]","[5, 5, 5, 4]","[3, 3, 3, 3]","[4, 5, 5, 4]"
4770,efficient,4.25,6.75,6.5,5.0,5.0,4.0,5.5,"[4, 4, 5, 4]","[7, 7, 7, 6]","[7, 6, 6, 7]","[4, 5, 6, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]","[5, 6, 6, 5]"
4771,foil,3.25,5.0,5.0,4.5,4.25,2.25,4.75,"[3, 3, 4, 3]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 5, 5]","[4, 4, 5, 4]","[2, 2, 2, 3]","[4, 5, 5, 5]"
4772,gorge (canyon),6.25,6.75,6.25,6.0,5.5,6.0,5.25,"[6, 6, 6, 7]","[7, 8, 6, 6]","[6, 6, 5, 8]","[6, 6, 6, 6]","[6, 5, 6, 5]","[6, 6, 6, 6]","[4, 6, 6, 5]"
4773,kiwi,3.75,6.0,4.25,5.75,4.75,2.0,3.75,"[3, 4, 4, 4]","[6, 6, 6, 6]","[4, 4, 5, 4]","[6, 6, 6, 5]","[5, 5, 5, 4]","[2, 2, 2, 2]","[3, 4, 4, 4]"
4774,clarinet,4.25,5.75,4.5,5.25,5.0,2.75,4.5,"[4, 4, 5, 4]","[6, 6, 6, 5]","[5, 5, 4, 4]","[5, 5, 6, 5]","[5, 5, 5, 5]","[3, 3, 3, 2]","[4, 5, 5, 4]"
4775,raccoon,4.25,4.75,3.75,5.25,5.0,2.25,4.5,"[3, 4, 5, 5]","[5, 5, 4, 5]","[3, 4, 4, 4]","[5, 5, 6, 5]","[5, 5, 5, 5]","[2, 2, 2, 3]","[4, 5, 5, 4]"
4776,thesaurus,3.25,5.25,4.75,3.5,4.25,2.5,4.25,"[2, 3, 4, 4]","[6, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 3, 3]","[4, 4, 5, 4]","[3, 2, 3, 2]","[4, 5, 4, 4]"
4777,suffer,6.5,2.5,3.25,2.5,4.25,3.5,4.0,"[6, 6, 7, 7]","[2, 2, 3, 3]","[3, 4, 3, 3]","[2, 3, 3, 2]","[4, 5, 4, 4]","[3, 4, 3, 4]","[4, 4, 4, 4]"
4778,humanitarian,4.75,7.75,7.25,3.0,5.0,5.0,3.75,"[3, 4, 6, 6]","[7, 8, 8, 8]","[8, 7, 7, 7]","[4, 3, 2, 3]","[5, 5, 5, 5]","[5, 5, 4, 6]","[3, 4, 3, 5]"
4779,hanged,7.25,1.75,2.25,2.0,3.5,4.25,5.0,"[7, 7, 8, 7]","[1, 2, 2, 2]","[2, 3, 2, 2]","[2, 2, 2, 2]","[3, 4, 4, 3]","[4, 4, 4, 5]","[4, 5, 6, 5]"
4780,trial (courtroom),6.0,4.0,6.25,4.0,4.25,4.5,5.5,"[5, 6, 7, 6]","[4, 4, 4, 4]","[7, 7, 4, 7]","[4, 3, 5, 4]","[4, 4, 5, 4]","[5, 4, 4, 5]","[5, 6, 6, 5]"
4781,bubble,5.5,6.0,4.0,3.25,4.75,2.0,3.0,"[5, 5, 6, 6]","[6, 6, 6, 6]","[4, 4, 5, 3]","[3, 3, 4, 3]","[4, 6, 5, 4]","[2, 2, 2, 2]","[3, 3, 3, 3]"
4782,carp,3.75,4.0,3.5,5.5,4.0,2.0,5.0,"[3, 3, 5, 4]","[4, 4, 4, 4]","[2, 4, 4, 4]","[5, 5, 6, 6]","[4, 4, 5, 3]","[2, 2, 2, 2]","[4, 5, 5, 6]"
4783,gaiety,6.5,7.25,6.5,3.25,5.0,3.5,3.0,"[7, 6, 6, 7]","[7, 7, 8, 7]","[6, 7, 8, 5]","[4, 2, 4, 3]","[5, 5, 5, 5]","[4, 4, 3, 3]","[2, 4, 3, 3]"
4784,deduction,4.5,5.5,6.25,3.75,4.25,3.25,5.0,"[4, 4, 6, 4]","[6, 6, 5, 5]","[7, 6, 6, 6]","[4, 4, 3, 4]","[4, 4, 5, 4]","[4, 3, 3, 3]","[4, 5, 6, 5]"
4785,sage (wise man),4.75,7.0,6.75,5.5,5.25,3.75,5.75,"[3, 5, 6, 5]","[7, 7, 7, 7]","[7, 7, 6, 7]","[5, 5, 6, 6]","[5, 5, 6, 5]","[3, 3, 4, 5]","[5, 6, 6, 6]"
4786,heroine,6.5,7.0,6.5,2.75,4.25,3.0,2.5,"[7, 6, 7, 6]","[7, 7, 7, 7]","[7, 7, 5, 7]","[3, 3, 3, 2]","[4, 4, 5, 4]","[3, 3, 3, 3]","[2, 3, 2, 3]"
4787,sweets,5.0,6.25,4.0,4.5,5.0,2.0,3.25,"[5, 4, 5, 6]","[7, 6, 6, 6]","[4, 4, 5, 3]","[5, 4, 5, 4]","[5, 5, 5, 5]","[2, 2, 2, 2]","[3, 4, 3, 3]"
4788,descent,4.75,4.5,5.0,4.25,5.0,4.25,4.75,"[4, 5, 5, 5]","[5, 5, 4, 4]","[6, 5, 4, 5]","[4, 4, 4, 5]","[5, 5, 5, 5]","[4, 4, 4, 5]","[4, 5, 5, 5]"
4789,patient,4.0,6.0,5.25,4.5,5.0,3.5,4.25,"[3, 4, 5, 4]","[6, 6, 6, 6]","[5, 5, 5, 6]","[5, 4, 5, 4]","[5, 5, 5, 5]","[4, 3, 3, 4]","[4, 4, 4, 5]"
4790,pack,4.25,5.0,4.75,4.25,4.25,3.25,4.75,"[4, 4, 5, 4]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 5, 4]","[4, 4, 5, 4]","[3, 4, 3, 3]","[4, 5, 5, 5]"
4791,wrap,3.5,5.25,4.5,4.5,4.5,2.0,4.5,"[3, 4, 4, 3]","[5, 6, 5, 5]","[4, 5, 5, 4]","[5, 4, 5, 4]","[4, 5, 5, 4]","[2, 2, 2, 2]","[4, 5, 5, 4]"
4792,strike (hit),6.75,4.25,6.5,5.0,4.75,4.25,6.0,"[7, 6, 7, 7]","[4, 4, 4, 5]","[7, 6, 7, 6]","[5, 5, 6, 4]","[5, 5, 5, 4]","[5, 4, 4, 4]","[6, 6, 6, 6]"
4793,adventure,7.0,7.25,7.25,4.5,5.25,5.0,5.25,"[8, 6, 7, 7]","[7, 8, 7, 7]","[8, 7, 7, 7]","[4, 4, 5, 5]","[5, 5, 6, 5]","[5, 5, 4, 6]","[4, 5, 6, 6]"
4794,literature,3.5,6.75,5.5,3.25,5.0,3.75,4.0,"[4, 2, 4, 4]","[7, 7, 7, 6]","[5, 6, 5, 6]","[3, 3, 4, 3]","[5, 5, 5, 5]","[4, 4, 3, 4]","[4, 4, 4, 4]"
4795,scurvy,6.5,2.0,2.25,2.0,3.25,2.0,4.0,"[6, 6, 7, 7]","[2, 2, 2, 2]","[2, 3, 2, 2]","[2, 2, 2, 2]","[3, 4, 3, 3]","[2, 2, 2, 2]","[3, 5, 4, 4]"
4796,ship (boat),4.75,5.75,6.25,6.0,5.0,5.25,5.75,"[4, 4, 6, 5]","[6, 6, 5, 6]","[7, 6, 6, 6]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 6, 5, 5]","[5, 6, 6, 6]"
4797,comet,6.5,6.25,6.25,3.0,5.25,5.75,4.5,"[7, 6, 7, 6]","[7, 6, 6, 6]","[6, 7, 7, 5]","[3, 2, 4, 3]","[5, 5, 6, 5]","[6, 6, 5, 6]","[4, 5, 5, 4]"
4798,pen,2.25,5.0,4.5,5.5,5.0,2.0,4.25,"[2, 2, 3, 2]","[5, 5, 5, 5]","[4, 5, 5, 4]","[5, 6, 6, 5]","[4, 6, 5, 5]","[2, 2, 2, 2]","[4, 5, 4, 4]"
4799,trunk (tree/body),4.0,5.25,5.25,6.0,5.25,5.75,5.75,"[3, 4, 5, 4]","[5, 6, 5, 5]","[5, 5, 5, 6]","[6, 6, 6, 6]","[5, 5, 6, 5]","[5, 6, 6, 6]","[5, 6, 6, 6]"
4800,lecturer,3.5,5.25,5.75,4.75,4.5,3.75,5.25,"[3, 4, 4, 3]","[5, 6, 5, 5]","[5, 6, 6, 6]","[5, 5, 5, 4]","[4, 5, 5, 4]","[3, 4, 4, 4]","[5, 6, 5, 5]"
4801,bow,4.75,5.75,5.0,4.75,5.0,2.75,4.5,"[4, 5, 6, 4]","[6, 6, 6, 5]","[5, 5, 5, 5]","[4, 5, 5, 5]","[5, 5, 5, 5]","[3, 3, 2, 3]","[4, 5, 5, 4]"
4802,paranoid,7.0,2.25,2.25,2.0,3.75,2.5,4.0,"[7, 7, 7, 7]","[2, 2, 2, 3]","[2, 3, 2, 2]","[2, 2, 2, 2]","[3, 4, 4, 4]","[2, 2, 3, 3]","[3, 5, 4, 4]"
4803,long (yearn),5.25,4.75,5.25,3.25,4.5,3.75,4.0,"[5, 5, 6, 5]","[4, 5, 4, 6]","[6, 5, 6, 4]","[3, 3, 4, 3]","[4, 5, 5, 4]","[4, 4, 3, 4]","[4, 4, 4, 4]"
4804,bang,6.75,3.5,5.75,3.75,4.5,3.75,5.75,"[7, 6, 7, 7]","[3, 4, 3, 4]","[6, 6, 7, 4]","[3, 4, 5, 3]","[4, 5, 5, 4]","[4, 3, 4, 4]","[6, 6, 6, 5]"
4805,lies (position),4.5,2.25,3.75,2.5,4.0,3.0,4.75,"[4, 5, 5, 4]","[2, 2, 2, 3]","[3, 5, 3, 4]","[3, 3, 2, 2]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 5, 5, 5]"
4806,medallion,4.0,6.25,5.25,5.0,4.75,3.0,3.75,"[3, 4, 5, 4]","[7, 6, 6, 6]","[4, 6, 5, 6]","[5, 5, 5, 5]","[5, 4, 5, 5]","[3, 3, 3, 3]","[3, 4, 4, 4]"
4807,promote,5.0,6.0,6.25,4.0,4.5,3.75,5.5,"[4, 5, 6, 5]","[6, 6, 6, 6]","[6, 7, 6, 6]","[4, 3, 5, 4]","[5, 4, 5, 4]","[4, 4, 3, 4]","[5, 6, 6, 5]"
4808,courage,6.25,7.25,7.25,5.0,5.0,4.75,5.75,"[6, 6, 7, 6]","[7, 8, 7, 7]","[8, 7, 7, 7]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 5, 4, 5]","[5, 6, 6, 6]"
4809,spade (cards),3.75,5.0,5.0,5.25,4.25,2.5,5.0,"[4, 3, 4, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 5, 6, 5]","[4, 4, 5, 4]","[2, 3, 2, 3]","[4, 5, 6, 5]"
4810,relish,4.75,6.25,5.25,4.25,4.75,2.0,3.75,"[5, 4, 5, 5]","[7, 6, 6, 6]","[5, 5, 6, 5]","[4, 4, 5, 4]","[5, 5, 4, 5]","[2, 2, 2, 2]","[3, 4, 4, 4]"
4811,sew,3.0,5.0,3.5,5.0,4.0,2.0,3.75,"[2, 3, 4, 3]","[5, 5, 5, 5]","[3, 4, 4, 3]","[6, 5, 5, 4]","[4, 4, 4, 4]","[2, 2, 2, 2]","[3, 4, 4, 4]"
4812,landing (stairs),4.0,5.0,4.5,4.75,4.25,3.75,4.75,"[3, 4, 5, 4]","[5, 5, 5, 5]","[5, 5, 4, 4]","[5, 4, 5, 5]","[4, 4, 5, 4]","[4, 4, 3, 4]","[4, 5, 5, 5]"
4813,midget,4.75,3.0,2.5,2.5,3.5,1.25,2.75,"[4, 4, 6, 5]","[3, 3, 3, 3]","[2, 3, 3, 2]","[3, 2, 3, 2]","[3, 4, 4, 3]","[1, 2, 1, 1]","[3, 3, 2, 3]"
4814,asthma,6.0,2.5,2.75,2.0,3.5,2.5,3.75,"[6, 6, 6, 6]","[2, 2, 3, 3]","[2, 3, 3, 3]","[2, 2, 2, 2]","[4, 4, 2, 4]","[2, 3, 2, 3]","[3, 4, 4, 4]"
4815,tight,6.0,3.75,4.25,4.5,4.5,2.25,5.25,"[6, 6, 7, 5]","[4, 4, 3, 4]","[4, 4, 4, 5]","[5, 4, 5, 4]","[5, 4, 5, 4]","[2, 2, 2, 3]","[5, 5, 6, 5]"
4816,velocity,6.5,5.5,6.75,3.75,5.0,5.25,6.0,"[7, 6, 7, 6]","[6, 6, 5, 5]","[7, 6, 7, 7]","[5, 2, 4, 4]","[5, 5, 5, 5]","[6, 5, 4, 6]","[6, 6, 6, 6]"
4817,wave,5.75,6.0,5.5,4.75,5.25,4.5,4.5,"[6, 5, 6, 6]","[6, 6, 6, 6]","[6, 5, 6, 5]","[5, 4, 5, 5]","[5, 5, 6, 5]","[5, 4, 4, 5]","[4, 5, 5, 4]"
4818,responsible,3.75,7.0,6.25,4.5,5.0,3.75,5.25,"[3, 4, 4, 4]","[7, 7, 7, 7]","[6, 6, 6, 7]","[4, 4, 6, 4]","[5, 5, 5, 5]","[4, 4, 3, 4]","[5, 6, 5, 5]"
4819,fought,7.25,3.25,6.5,3.75,4.25,4.0,6.0,"[7, 7, 8, 7]","[3, 3, 3, 4]","[7, 6, 7, 6]","[4, 4, 4, 3]","[4, 5, 4, 4]","[4, 4, 4, 4]","[6, 6, 6, 6]"
4820,rare (uncommon),4.0,6.0,4.75,4.0,4.5,3.0,4.5,"[4, 3, 5, 4]","[6, 6, 6, 6]","[5, 5, 5, 4]","[4, 4, 4, 4]","[5, 4, 5, 4]","[3, 3, 3, 3]","[4, 5, 5, 4]"
4821,ornament,3.5,6.0,4.75,4.75,4.75,2.25,3.75,"[3, 3, 4, 4]","[6, 6, 6, 6]","[4, 5, 5, 5]","[5, 4, 5, 5]","[4, 5, 5, 5]","[3, 2, 2, 2]","[3, 4, 4, 4]"
4822,train (practice),5.0,5.0,5.5,4.75,4.5,4.25,5.25,"[4, 5, 5, 6]","[5, 5, 5, 5]","[6, 6, 5, 5]","[4, 5, 6, 4]","[4, 5, 5, 4]","[4, 4, 5, 4]","[5, 5, 6, 5]"
4823,honesty,3.25,7.25,7.0,4.75,4.75,3.75,4.5,"[3, 3, 4, 3]","[7, 7, 8, 7]","[8, 6, 7, 7]","[5, 5, 6, 3]","[5, 4, 5, 5]","[4, 4, 3, 4]","[4, 4, 5, 5]"
4824,namesake,3.75,5.75,5.0,3.75,3.75,2.5,4.0,"[3, 4, 4, 4]","[6, 6, 5, 6]","[5, 5, 5, 5]","[4, 4, 4, 3]","[4, 3, 4, 4]","[3, 2, 3, 2]","[4, 4, 4, 4]"
4825,mast,3.75,5.0,6.25,5.25,4.25,5.0,6.25,"[3, 3, 5, 4]","[5, 5, 5, 5]","[6, 7, 7, 5]","[5, 5, 5, 6]","[4, 4, 5, 4]","[5, 5, 5, 5]","[7, 6, 6, 6]"
4826,tender,4.25,6.5,5.5,4.5,4.75,3.0,3.5,"[3, 4, 5, 5]","[7, 7, 6, 6]","[5, 6, 6, 5]","[5, 4, 5, 4]","[5, 5, 5, 4]","[3, 3, 3, 3]","[3, 4, 4, 3]"
4827,head (leader),5.25,6.25,8.0,5.0,5.25,4.75,6.0,"[5, 5, 6, 5]","[7, 6, 6, 6]","[8, 8, 8, 8]","[5, 5, 6, 4]","[5, 5, 6, 5]","[5, 4, 5, 5]","[6, 6, 6, 6]"
4828,accordion,4.75,5.0,4.0,5.25,4.0,3.0,4.0,"[4, 4, 5, 6]","[5, 5, 5, 5]","[3, 5, 4, 4]","[5, 5, 6, 5]","[4, 4, 4, 4]","[3, 3, 3, 3]","[3, 5, 4, 4]"
4829,cross (pass),4.75,5.25,5.25,4.5,5.0,3.75,4.75,"[4, 4, 6, 5]","[5, 6, 5, 5]","[5, 5, 6, 5]","[5, 4, 5, 4]","[5, 5, 5, 5]","[4, 3, 4, 4]","[4, 5, 5, 5]"
4830,inspector,4.0,5.25,6.0,5.0,4.25,3.75,5.25,"[4, 4, 4, 4]","[5, 6, 5, 5]","[6, 6, 6, 6]","[5, 5, 5, 5]","[4, 4, 5, 4]","[4, 3, 4, 4]","[5, 6, 5, 5]"
4831,useful,3.75,6.75,6.25,5.0,5.0,3.75,5.5,"[4, 4, 3, 4]","[7, 7, 7, 6]","[7, 6, 6, 6]","[5, 5, 6, 4]","[5, 5, 5, 5]","[4, 4, 3, 4]","[5, 6, 6, 5]"
4832,blonde,5.0,5.75,4.5,4.5,5.0,2.75,3.0,"[5, 4, 6, 5]","[6, 6, 6, 5]","[4, 5, 5, 4]","[5, 3, 5, 5]","[5, 5, 5, 5]","[2, 3, 3, 3]","[2, 4, 3, 3]"
4833,concert,6.25,7.25,6.25,5.0,5.25,5.25,4.25,"[6, 6, 7, 6]","[8, 7, 7, 7]","[6, 6, 6, 7]","[5, 4, 6, 5]","[5, 5, 6, 5]","[5, 6, 5, 5]","[4, 4, 5, 4]"
4834,supreme,5.5,7.75,7.25,3.75,4.75,5.5,6.0,"[5, 5, 6, 6]","[8, 8, 7, 8]","[8, 7, 7, 7]","[5, 3, 4, 3]","[5, 5, 4, 5]","[6, 5, 5, 6]","[6, 6, 6, 6]"
4835,beetle,4.5,4.5,3.75,5.75,4.75,2.0,4.75,"[3, 4, 5, 6]","[5, 4, 4, 5]","[3, 4, 4, 4]","[6, 5, 6, 6]","[5, 5, 5, 4]","[2, 2, 2, 2]","[5, 5, 5, 4]"
4836,object (thing),2.75,5.0,5.0,5.25,4.75,4.0,4.75,"[3, 2, 4, 2]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 5, 6, 5]","[5, 4, 5, 5]","[4, 4, 4, 4]","[4, 5, 5, 5]"
4837,fit (healthy),5.25,7.0,6.5,5.75,5.0,4.25,5.5,"[5, 5, 6, 5]","[7, 7, 7, 7]","[7, 6, 7, 6]","[6, 5, 6, 6]","[5, 5, 5, 5]","[4, 4, 4, 5]","[5, 6, 6, 5]"
4838,mammal,3.5,5.75,5.0,5.75,5.0,3.75,4.5,"[3, 3, 4, 4]","[6, 7, 5, 5]","[5, 5, 5, 5]","[6, 5, 6, 6]","[5, 5, 5, 5]","[4, 3, 4, 4]","[4, 5, 5, 4]"
4839,romanticize,6.0,5.75,5.25,2.75,4.5,3.25,3.5,"[6, 5, 6, 7]","[5, 6, 6, 6]","[5, 6, 6, 4]","[3, 2, 3, 3]","[4, 5, 5, 4]","[3, 3, 3, 4]","[3, 4, 3, 4]"
4840,cream,4.5,6.25,4.0,4.5,5.25,2.75,3.5,"[5, 4, 4, 5]","[7, 6, 6, 6]","[4, 4, 5, 3]","[5, 4, 5, 4]","[5, 5, 6, 5]","[2, 3, 3, 3]","[3, 4, 3, 4]"
4841,bonds,4.25,6.0,5.5,4.5,4.0,4.0,5.5,"[4, 4, 5, 4]","[6, 7, 6, 5]","[6, 6, 4, 6]","[4, 4, 6, 4]","[4, 4, 5, 3]","[4, 4, 4, 4]","[5, 6, 6, 5]"
4842,cock (bird),4.75,5.25,4.25,5.0,4.5,2.0,6.25,"[4, 4, 5, 6]","[6, 5, 5, 5]","[3, 5, 4, 5]","[5, 4, 6, 5]","[4, 5, 5, 4]","[2, 2, 2, 2]","[6, 6, 7, 6]"
4843,sensation,6.75,6.0,5.75,3.75,5.25,4.0,4.25,"[7, 6, 7, 7]","[6, 6, 6, 6]","[6, 5, 7, 5]","[4, 4, 4, 3]","[5, 6, 5, 5]","[4, 4, 3, 5]","[4, 4, 5, 4]"
4844,frustrate,6.75,2.75,3.25,2.75,4.0,3.0,4.25,"[6, 6, 8, 7]","[3, 2, 3, 3]","[3, 4, 3, 3]","[3, 3, 3, 2]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 5, 4, 4]"
4845,unbelievable,6.75,3.0,3.5,2.25,4.25,3.75,4.5,"[7, 6, 7, 7]","[2, 3, 3, 4]","[3, 4, 4, 3]","[2, 3, 2, 2]","[4, 4, 5, 4]","[3, 3, 4, 5]","[4, 5, 5, 4]"
4846,employment,4.0,6.0,5.5,4.5,5.0,4.5,5.5,"[4, 4, 4, 4]","[6, 6, 6, 6]","[5, 6, 5, 6]","[4, 4, 6, 4]","[5, 5, 5, 5]","[5, 4, 4, 5]","[5, 6, 6, 5]"
4847,drill,5.25,4.5,5.75,5.25,4.25,3.0,6.0,"[5, 5, 6, 5]","[5, 5, 4, 4]","[6, 6, 6, 5]","[5, 5, 6, 5]","[4, 4, 5, 4]","[3, 3, 3, 3]","[6, 6, 6, 6]"
4848,tango (dance),7.0,7.0,6.5,4.75,5.5,4.25,4.5,"[7, 6, 7, 8]","[7, 7, 7, 7]","[6, 7, 7, 6]","[4, 4, 6, 5]","[5, 6, 6, 5]","[4, 5, 4, 4]","[4, 5, 5, 4]"
4849,luscious,6.5,7.0,6.25,4.5,5.25,3.75,2.75,"[7, 6, 6, 7]","[7, 7, 7, 7]","[5, 8, 6, 6]","[6, 4, 5, 3]","[5, 5, 6, 5]","[4, 3, 4, 4]","[2, 3, 3, 3]"
4850,disaster,7.5,1.75,2.25,2.0,4.0,6.0,5.0,"[7, 7, 8, 8]","[1, 2, 2, 2]","[2, 3, 2, 2]","[2, 2, 2, 2]","[4, 4, 4, 4]","[7, 5, 5, 7]","[4, 5, 6, 5]"
4851,only,3.0,5.0,3.75,2.75,4.0,2.25,3.75,"[3, 3, 3, 3]","[5, 5, 5, 5]","[4, 4, 4, 3]","[2, 3, 3, 3]","[4, 4, 4, 4]","[2, 2, 2, 3]","[3, 4, 4, 4]"
4852,jewel,5.0,7.0,6.25,6.0,5.5,3.25,3.5,"[5, 5, 5, 5]","[7, 7, 7, 7]","[6, 6, 6, 7]","[6, 5, 6, 7]","[6, 5, 6, 5]","[4, 3, 3, 3]","[3, 4, 3, 4]"
4853,right (correct),3.5,6.5,6.5,5.5,5.0,3.5,5.5,"[3, 3, 4, 4]","[7, 7, 6, 6]","[7, 6, 6, 7]","[5, 6, 6, 5]","[5, 5, 5, 5]","[4, 3, 3, 4]","[5, 6, 6, 5]"
4854,dough (money),4.25,5.75,6.0,5.0,4.75,4.5,5.5,"[4, 4, 5, 4]","[6, 6, 6, 5]","[6, 6, 6, 6]","[4, 5, 6, 5]","[4, 5, 5, 5]","[4, 4, 5, 5]","[5, 6, 6, 5]"
4855,waiter,3.25,5.0,4.75,4.75,4.25,3.0,5.0,"[3, 3, 4, 3]","[5, 5, 5, 5]","[4, 5, 5, 5]","[5, 4, 5, 5]","[4, 4, 5, 4]","[3, 3, 3, 3]","[5, 5, 5, 5]"
4856,scale (weighing),3.0,5.0,5.0,5.75,4.25,3.5,4.75,"[3, 2, 4, 3]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 6, 6, 6]","[4, 4, 5, 4]","[4, 3, 4, 3]","[4, 5, 5, 5]"
