,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
3858,volume (amount),3.0,5.0,4.75,4.5,4.25,4.0,4.0,"[3, 3, 3, 3]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 5, 5]","[4, 4, 5, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3859,orangutan,3.75,6.25,5.0,7.0,7.0,4.5,4.0,"[3, 4, 4, 4]","[6, 6, 7, 6]","[6, 5, 4, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[5, 4, 4, 5]","[4, 4, 4, 4]"
3860,rocket,7.0,6.75,6.5,7.0,7.0,5.75,4.5,"[7, 7, 7, 7]","[7, 7, 7, 6]","[7, 7, 5, 7]","[7, 7, 7, 7]","[7, 7, 7, 7]","[6, 5, 6, 6]","[4, 5, 4, 5]"
3861,cast (throw),4.0,5.0,5.25,5.25,5.25,3.0,4.0,"[4, 4, 4, 4]","[5, 5, 5, 5]","[6, 6, 4, 5]","[5, 5, 5, 6]","[5, 5, 6, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3862,raisin,2.0,6.0,4.25,7.0,6.75,1.25,4.0,"[1, 2, 2, 3]","[6, 6, 6, 6]","[4, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[1, 1, 1, 2]","[4, 4, 4, 4]"
3863,straw,1.75,5.0,4.25,7.0,6.75,1.5,4.0,"[1, 2, 2, 2]","[5, 5, 5, 5]","[4, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[2, 1, 1, 2]","[4, 4, 4, 4]"
3864,climax,7.5,6.75,6.25,4.25,5.25,4.25,4.0,"[8, 7, 7, 8]","[7, 7, 7, 6]","[7, 7, 5, 6]","[4, 4, 4, 5]","[5, 5, 5, 6]","[4, 4, 5, 4]","[4, 4, 4, 4]"
3865,helicopter,6.0,6.0,6.25,7.0,7.0,5.75,4.5,"[6, 6, 6, 6]","[6, 6, 6, 6]","[7, 7, 5, 6]","[7, 7, 7, 7]","[7, 7, 7, 7]","[6, 6, 5, 6]","[4, 5, 4, 5]"
3866,warmth,3.75,8.0,6.5,5.5,6.0,3.25,4.0,"[3, 4, 4, 4]","[8, 8, 8, 8]","[7, 7, 6, 6]","[5, 5, 6, 6]","[6, 6, 6, 6]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3867,trot,3.0,6.0,5.0,5.25,5.75,2.75,4.0,"[2, 3, 3, 4]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 5, 6]","[5, 6, 6, 6]","[3, 2, 3, 3]","[4, 4, 4, 4]"
3868,gingerbread,2.75,6.75,4.75,6.75,6.75,2.5,4.0,"[2, 3, 3, 3]","[7, 7, 7, 6]","[5, 5, 4, 5]","[7, 7, 6, 7]","[6, 7, 7, 7]","[3, 2, 2, 3]","[4, 4, 4, 4]"
3869,absurdly,5.0,2.75,3.5,2.75,3.0,2.75,4.0,"[5, 5, 5, 5]","[3, 3, 2, 3]","[4, 3, 3, 4]","[2, 3, 3, 3]","[3, 3, 3, 3]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3870,letter (alphabet),1.75,5.25,4.75,6.0,6.25,1.25,4.0,"[1, 2, 2, 2]","[5, 5, 6, 5]","[5, 5, 4, 5]","[6, 6, 6, 6]","[6, 6, 7, 6]","[1, 1, 1, 2]","[4, 4, 4, 4]"
3871,philosophy,3.25,6.0,5.5,2.25,2.75,4.5,4.0,"[2, 3, 4, 4]","[6, 6, 6, 6]","[5, 6, 5, 6]","[3, 2, 2, 2]","[3, 3, 2, 3]","[4, 4, 5, 5]","[4, 4, 4, 4]"
3872,snuggle,4.0,8.0,6.0,4.75,6.0,2.5,3.5,"[3, 4, 3, 6]","[8, 8, 8, 8]","[7, 5, 6, 6]","[5, 4, 5, 5]","[6, 6, 6, 6]","[3, 2, 2, 3]","[4, 3, 4, 3]"
3873,easygoing,2.25,8.0,6.5,3.0,4.0,3.25,4.0,"[2, 3, 2, 2]","[8, 8, 8, 8]","[7, 7, 6, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3874,loyal,4.0,8.0,7.0,3.0,4.0,3.5,4.0,"[3, 4, 4, 5]","[8, 8, 8, 8]","[7, 7, 7, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]","[3, 3, 4, 4]","[4, 4, 4, 4]"
3875,magnitude,4.0,5.75,5.75,3.5,4.25,6.0,4.0,"[4, 4, 4, 4]","[6, 6, 6, 5]","[6, 6, 5, 6]","[3, 3, 4, 4]","[4, 4, 5, 4]","[6, 6, 6, 6]","[4, 4, 4, 4]"
3876,addicted,6.5,2.25,2.25,3.75,4.5,3.5,4.0,"[6, 6, 7, 7]","[2, 2, 2, 3]","[2, 2, 2, 3]","[3, 4, 4, 4]","[5, 4, 4, 5]","[3, 4, 3, 4]","[4, 4, 4, 4]"
3877,run (race),6.25,6.25,6.0,5.25,6.0,3.75,4.0,"[6, 6, 6, 7]","[6, 7, 6, 6]","[7, 6, 5, 6]","[5, 5, 5, 6]","[6, 6, 6, 6]","[4, 3, 4, 4]","[4, 4, 4, 4]"
3878,confuse,4.25,3.25,3.25,3.0,4.0,3.0,4.0,"[4, 4, 4, 5]","[3, 3, 3, 4]","[3, 3, 3, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3879,yarn,2.0,5.5,4.25,6.25,6.25,2.5,3.5,"[1, 2, 2, 3]","[6, 5, 6, 5]","[4, 4, 4, 5]","[7, 6, 5, 7]","[6, 6, 6, 7]","[3, 2, 2, 3]","[4, 3, 4, 3]"
3880,float,2.75,6.0,5.0,5.25,5.75,3.0,4.0,"[2, 3, 3, 3]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 5, 6]","[5, 6, 6, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3881,punch (strike),6.75,3.0,5.0,5.25,6.0,3.0,4.75,"[7, 6, 6, 8]","[3, 3, 3, 3]","[7, 4, 3, 6]","[5, 5, 5, 6]","[6, 6, 6, 6]","[3, 3, 3, 3]","[4, 5, 5, 5]"
3882,limber,3.5,6.5,5.5,4.25,4.25,3.0,4.0,"[3, 4, 3, 4]","[7, 6, 7, 6]","[5, 6, 5, 6]","[4, 4, 5, 4]","[4, 4, 4, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3883,intercourse,7.5,7.0,5.75,5.0,6.0,4.0,4.0,"[8, 7, 7, 8]","[7, 7, 7, 7]","[6, 6, 5, 6]","[5, 5, 5, 5]","[6, 6, 6, 6]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3884,cafe,2.75,7.0,5.0,6.75,6.75,3.25,4.0,"[2, 3, 3, 3]","[7, 7, 7, 7]","[5, 5, 5, 5]","[7, 6, 7, 7]","[6, 7, 7, 7]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3885,fact,2.25,6.0,4.75,4.25,4.0,3.0,4.0,"[1, 2, 3, 3]","[6, 6, 6, 6]","[5, 5, 4, 5]","[4, 4, 4, 5]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3886,nuts (food),2.5,6.0,4.25,7.0,6.75,1.75,4.0,"[2, 3, 2, 3]","[6, 6, 6, 6]","[4, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[2, 1, 2, 2]","[4, 4, 4, 4]"
3887,plead,5.25,4.0,3.0,3.75,4.75,3.0,4.0,"[5, 5, 5, 6]","[4, 4, 4, 4]","[3, 2, 3, 4]","[4, 4, 4, 3]","[5, 5, 4, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3888,over (above),2.75,5.25,5.5,4.25,4.25,4.0,4.0,"[2, 3, 3, 3]","[5, 6, 5, 5]","[6, 6, 5, 5]","[4, 4, 5, 4]","[4, 4, 5, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3889,hammered,5.75,2.75,4.0,5.25,5.0,3.0,4.75,"[6, 5, 6, 6]","[3, 3, 2, 3]","[6, 3, 3, 4]","[5, 5, 5, 6]","[5, 5, 5, 5]","[3, 3, 3, 3]","[4, 5, 5, 5]"
3890,cervix,4.25,5.0,4.25,6.75,5.5,2.75,2.0,"[4, 4, 4, 5]","[5, 5, 5, 5]","[4, 4, 4, 5]","[7, 6, 7, 7]","[6, 5, 5, 6]","[2, 3, 3, 3]","[2, 2, 2, 2]"
3891,debtor,4.75,3.0,3.0,5.0,4.25,3.25,4.0,"[4, 4, 5, 6]","[3, 3, 3, 3]","[3, 3, 3, 3]","[6, 5, 4, 5]","[5, 4, 4, 4]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3892,beard,2.5,5.0,5.375,7.0,6.875,2.375,5.75,"[2, 2, 2, 3, 2, 3, 3, 3]","[5, 5, 5, 5, 5, 5, 5, 5]","[6, 5, 6, 6, 4, 5, 6, 5]","[7, 7, 7, 7, 7, 7, 7, 7]","[7, 6, 7, 7, 7, 7, 7, 7]","[2, 2, 3, 3, 2, 2, 3, 2]","[5, 7, 6, 6, 6, 6, 5, 5]"
3893,weird,4.75,4.0,4.25,3.0,3.75,3.0,4.0,"[4, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 4, 5]","[3, 3, 3, 3]","[4, 4, 3, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3894,brilliant (great),5.5,9.0,7.5,3.25,4.0,4.75,4.0,"[5, 6, 5, 6]","[9, 9, 9, 9]","[8, 8, 7, 7]","[3, 3, 3, 4]","[4, 4, 4, 4]","[4, 5, 5, 5]","[4, 4, 4, 4]"
3895,realize,4.0,6.0,5.75,3.0,3.75,3.25,4.0,"[3, 4, 4, 5]","[6, 6, 6, 6]","[6, 6, 5, 6]","[3, 3, 3, 3]","[4, 3, 4, 4]","[3, 3, 4, 3]","[4, 4, 4, 4]"
3896,cheer (support),5.25,8.0,6.5,4.0,5.25,3.25,3.75,"[5, 5, 5, 6]","[8, 8, 8, 8]","[7, 7, 6, 6]","[4, 4, 4, 4]","[5, 5, 6, 5]","[3, 3, 3, 4]","[4, 3, 4, 4]"
3897,musketeers,4.5,6.5,6.25,6.0,6.0,4.75,5.5,"[4, 5, 4, 5]","[6, 6, 7, 7]","[7, 7, 5, 6]","[6, 6, 6, 6]","[6, 6, 6, 6]","[5, 4, 5, 5]","[6, 6, 5, 5]"
3898,argument,6.25,3.0,3.5,3.5,5.0,3.75,4.0,"[6, 6, 6, 7]","[3, 3, 3, 3]","[3, 4, 3, 4]","[4, 3, 3, 4]","[5, 5, 5, 5]","[4, 4, 3, 4]","[4, 4, 4, 4]"
3899,lead (leash),3.5,5.0,4.75,6.25,6.0,2.75,4.0,"[3, 3, 4, 4]","[5, 5, 5, 5]","[6, 4, 4, 5]","[7, 6, 6, 6]","[6, 6, 6, 6]","[3, 2, 3, 3]","[4, 4, 4, 4]"
3900,wind,3.25,5.0,4.75,5.5,6.0,3.75,4.0,"[2, 4, 3, 4]","[5, 5, 5, 5]","[5, 5, 4, 5]","[6, 6, 6, 4]","[6, 6, 6, 6]","[4, 4, 3, 4]","[4, 4, 4, 4]"
3901,queen (king),4.75,7.0,7.5,6.0,6.75,5.0,1.75,"[4, 5, 5, 5]","[7, 7, 7, 7]","[8, 8, 7, 7]","[6, 6, 6, 6]","[6, 7, 7, 7]","[5, 5, 5, 5]","[1, 2, 2, 2]"
3902,jaguar,5.5,6.25,6.25,7.0,7.0,4.75,4.0,"[5, 6, 5, 6]","[6, 6, 7, 6]","[7, 6, 6, 6]","[7, 7, 7, 7]","[7, 7, 7, 7]","[5, 4, 5, 5]","[4, 4, 4, 4]"
3903,text (written work),2.5,5.75,4.75,5.75,5.75,3.25,4.0,"[2, 2, 3, 3]","[5, 6, 6, 6]","[5, 5, 4, 5]","[6, 5, 6, 6]","[5, 6, 6, 6]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3904,detach,3.5,4.0,4.25,4.25,4.0,3.0,4.0,"[3, 4, 4, 3]","[4, 4, 4, 4]","[4, 4, 4, 5]","[4, 4, 4, 5]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3905,cook,3.5,6.75,5.5,5.75,6.0,3.5,4.0,"[2, 4, 4, 4]","[7, 6, 7, 7]","[6, 5, 5, 6]","[6, 6, 5, 6]","[6, 6, 6, 6]","[3, 3, 4, 4]","[4, 4, 4, 4]"
3906,rhinoceros,4.25,5.5,5.75,7.0,7.0,6.25,4.0,"[4, 5, 4, 4]","[5, 6, 6, 5]","[7, 6, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[7, 6, 6, 6]","[4, 4, 4, 4]"
3907,upheld,3.75,6.5,6.0,3.75,3.5,3.75,4.0,"[3, 4, 4, 4]","[7, 7, 6, 6]","[7, 6, 5, 6]","[3, 4, 4, 4]","[4, 3, 4, 3]","[3, 4, 4, 4]","[4, 4, 4, 4]"
3908,disparity,4.0,3.25,3.75,2.75,3.25,4.0,4.0,"[4, 4, 4, 4]","[3, 3, 4, 3]","[5, 3, 3, 4]","[2, 3, 3, 3]","[3, 4, 3, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3909,pebble,1.25,5.0,4.25,7.0,6.75,1.25,4.0,"[1, 1, 2, 1]","[5, 5, 5, 5]","[4, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[1, 1, 1, 2]","[4, 4, 4, 4]"
3910,pan (pot),2.25,5.25,4.5,7.0,6.75,2.0,4.0,"[2, 2, 3, 2]","[5, 5, 6, 5]","[5, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[2, 2, 2, 2]","[4, 4, 4, 4]"
3911,bald,2.75,4.0,4.0,6.0,6.0,2.25,4.75,"[3, 2, 3, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]","[6, 6, 6, 6]","[6, 6, 6, 6]","[2, 2, 2, 3]","[4, 5, 5, 5]"
3912,elude,4.0,4.0,4.25,3.0,4.0,3.0,4.0,"[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3913,sun,4.5,8.0,6.5,7.0,7.0,6.75,4.0,"[3, 5, 5, 5]","[8, 8, 8, 8]","[7, 7, 6, 6]","[7, 7, 7, 7]","[7, 7, 7, 7]","[7, 7, 7, 6]","[4, 4, 4, 4]"
3914,gastric,4.25,3.25,3.5,5.5,4.25,3.25,4.0,"[5, 4, 4, 4]","[3, 3, 4, 3]","[4, 3, 3, 4]","[5, 5, 6, 6]","[5, 4, 4, 4]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3915,serve (perform duties),4.0,6.75,5.5,4.25,5.0,4.0,4.0,"[3, 4, 4, 5]","[7, 7, 7, 6]","[6, 6, 4, 6]","[4, 4, 4, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3916,delude,5.0,2.75,3.25,3.0,3.75,3.0,4.0,"[5, 4, 5, 6]","[2, 3, 3, 3]","[3, 3, 3, 4]","[3, 3, 3, 3]","[4, 4, 4, 3]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3917,skeleton,5.5,3.5,3.25,7.0,7.0,4.25,4.0,"[6, 5, 5, 6]","[4, 3, 3, 4]","[4, 2, 3, 4]","[7, 7, 7, 7]","[7, 7, 7, 7]","[4, 4, 4, 5]","[4, 4, 4, 4]"
3918,ice,2.75,4.25,4.0,7.0,7.0,2.5,4.0,"[2, 3, 3, 3]","[4, 5, 4, 4]","[4, 3, 4, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[3, 2, 2, 3]","[4, 4, 4, 4]"
3919,killer,8.0,1.25,2.25,5.25,6.0,4.75,4.75,"[8, 7, 8, 9]","[1, 1, 1, 2]","[2, 2, 2, 3]","[5, 5, 5, 6]","[6, 6, 6, 6]","[5, 5, 4, 5]","[4, 5, 5, 5]"
3920,complex,4.0,4.75,4.75,3.25,3.25,4.0,4.0,"[4, 4, 4, 4]","[5, 4, 5, 5]","[5, 5, 4, 5]","[3, 3, 3, 4]","[4, 3, 3, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3921,shrew,3.5,3.75,4.0,6.0,5.75,2.0,3.25,"[3, 4, 4, 3]","[3, 4, 4, 4]","[4, 4, 4, 4]","[6, 6, 6, 6]","[6, 5, 6, 6]","[2, 2, 2, 2]","[4, 3, 3, 3]"
3922,stupid,4.75,2.0,3.0,3.0,3.75,2.75,4.0,"[4, 4, 5, 6]","[2, 2, 2, 2]","[3, 2, 3, 4]","[3, 3, 3, 3]","[4, 4, 3, 4]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3923,fire,7.0,4.0,5.25,6.75,7.0,4.25,4.0,"[7, 6, 7, 8]","[4, 4, 4, 4]","[6, 5, 4, 6]","[7, 7, 7, 6]","[7, 7, 7, 7]","[5, 4, 4, 4]","[4, 4, 4, 4]"
3924,cold (temperature),3.0,3.5,3.5,5.5,6.0,2.75,4.0,"[2, 3, 3, 4]","[3, 4, 3, 4]","[4, 3, 3, 4]","[5, 5, 6, 6]","[6, 6, 6, 6]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3925,possessive,5.0,3.5,3.25,2.75,3.25,3.0,4.0,"[5, 5, 4, 6]","[3, 4, 3, 4]","[3, 3, 3, 4]","[2, 3, 3, 3]","[4, 3, 3, 3]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3926,draw (tie),3.0,5.0,4.75,4.25,5.0,3.0,4.0,"[2, 3, 3, 4]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 4, 5]","[5, 5, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3927,cap (limit),3.0,4.5,4.5,4.75,4.5,3.0,4.0,"[3, 3, 3, 3]","[4, 5, 4, 5]","[5, 5, 4, 4]","[4, 5, 5, 5]","[4, 4, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3928,nonsense,4.25,3.0,3.5,2.75,3.75,2.75,4.0,"[4, 4, 4, 5]","[3, 3, 3, 3]","[4, 3, 3, 4]","[2, 3, 3, 3]","[4, 4, 3, 4]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3929,traveller,4.0,6.75,5.5,6.0,6.0,4.25,4.0,"[3, 4, 4, 5]","[7, 7, 7, 6]","[6, 6, 5, 5]","[6, 6, 6, 6]","[6, 6, 6, 6]","[4, 4, 4, 5]","[4, 4, 4, 4]"
3930,stingy,4.75,2.25,3.25,3.5,4.25,2.75,4.0,"[4, 4, 5, 6]","[2, 2, 2, 3]","[3, 3, 3, 4]","[3, 3, 4, 4]","[4, 4, 4, 5]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3931,reporter,4.25,5.875,5.875,6.125,6.0,4.0,4.0,"[3, 5, 4, 5, 5, 4, 4, 4]","[6, 6, 5, 6, 6, 6, 6, 6]","[6, 6, 6, 5, 6, 6, 6, 6]","[6, 6, 6, 6, 6, 6, 6, 7]","[6, 6, 6, 6, 6, 6, 6, 6]","[4, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4, 4, 4, 4, 4, 4]"
3932,scientist,3.75,7.0,6.75,6.0,6.0,4.25,4.5,"[3, 4, 4, 4]","[7, 7, 7, 7]","[7, 7, 6, 7]","[6, 6, 6, 6]","[6, 6, 6, 6]","[4, 4, 4, 5]","[4, 5, 4, 5]"
3933,perform,5.25,6.75,6.0,4.25,5.0,4.0,4.0,"[4, 5, 6, 6]","[7, 7, 7, 6]","[7, 6, 5, 6]","[4, 4, 4, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3934,brasserie,3.0,6.0,5.0,6.25,5.25,3.75,3.75,"[2, 3, 3, 4]","[6, 6, 6, 6]","[5, 5, 5, 5]","[7, 6, 6, 6]","[5, 5, 5, 6]","[4, 4, 3, 4]","[4, 3, 4, 4]"
3935,sustain,3.25,6.25,6.0,3.75,4.0,4.0,4.0,"[3, 3, 3, 4]","[6, 6, 7, 6]","[6, 6, 6, 6]","[3, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3936,freed,4.75,7.75,7.25,4.0,4.5,3.5,4.0,"[4, 5, 5, 5]","[8, 8, 8, 7]","[8, 7, 7, 7]","[4, 4, 4, 4]","[5, 4, 5, 4]","[3, 4, 3, 4]","[4, 4, 4, 4]"
3937,ashamed,5.75,2.0,2.25,3.0,4.5,3.0,4.0,"[6, 5, 5, 7]","[2, 2, 2, 2]","[2, 2, 2, 3]","[3, 3, 3, 3]","[5, 4, 4, 5]","[3, 3, 2, 4]","[4, 4, 4, 4]"
3938,minimum,2.5,4.25,3.75,4.0,4.0,1.25,4.0,"[2, 3, 2, 3]","[4, 4, 4, 5]","[4, 3, 4, 4]","[3, 4, 4, 5]","[3, 4, 5, 4]","[1, 1, 1, 2]","[4, 4, 4, 4]"
3939,star (celebrity),5.75,7.0,6.5,5.5,6.0,5.0,4.0,"[5, 6, 6, 6]","[7, 7, 7, 7]","[7, 7, 6, 6]","[6, 6, 5, 5]","[6, 6, 6, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]"
3940,poker (rod),3.75,4.75,4.5,6.25,6.0,3.0,4.5,"[3, 4, 4, 4]","[4, 5, 5, 5]","[5, 4, 4, 5]","[6, 6, 6, 7]","[6, 6, 6, 6]","[3, 3, 3, 3]","[4, 5, 5, 4]"
3941,tablespoon,1.5,5.0,4.5,7.0,6.75,1.5,4.0,"[1, 1, 2, 2]","[5, 5, 5, 5]","[5, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[2, 1, 1, 2]","[4, 4, 4, 4]"
3942,sector,2.5,5.0,4.75,4.5,3.75,4.0,4.0,"[2, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 4, 5, 5]","[4, 4, 4, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3943,lacking,3.75,3.25,3.25,3.25,3.5,2.75,4.0,"[4, 2, 4, 5]","[3, 3, 3, 4]","[3, 3, 3, 4]","[3, 3, 3, 4]","[3, 3, 4, 4]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3944,board (executive),3.25,5.5,6.25,5.5,4.75,4.5,4.5,"[3, 3, 3, 4]","[5, 6, 6, 5]","[7, 7, 5, 6]","[6, 5, 5, 6]","[5, 5, 4, 5]","[4, 5, 5, 4]","[4, 5, 4, 5]"
3945,fur,2.75,5.75,4.5,6.75,6.75,3.0,4.0,"[2, 3, 3, 3]","[6, 6, 5, 6]","[5, 4, 4, 5]","[7, 6, 7, 7]","[6, 7, 7, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3946,crisp (chip),2.75,6.0,4.25,6.75,6.75,1.25,4.0,"[2, 3, 3, 3]","[6, 6, 6, 6]","[4, 4, 4, 5]","[7, 7, 6, 7]","[6, 7, 7, 7]","[1, 1, 1, 2]","[4, 4, 4, 4]"
3947,fare (charge),2.75,4.75,4.75,4.75,4.25,2.75,4.0,"[2, 3, 3, 3]","[5, 4, 5, 5]","[5, 5, 4, 5]","[4, 5, 5, 5]","[4, 4, 5, 4]","[3, 3, 2, 3]","[4, 4, 4, 4]"
3948,profession,3.0,6.25,5.75,4.25,4.5,4.0,4.0,"[2, 3, 3, 4]","[6, 6, 7, 6]","[6, 6, 5, 6]","[4, 4, 4, 5]","[4, 5, 4, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3949,afterlife,5.25,6.25,5.0,2.75,5.0,5.0,4.0,"[5, 5, 5, 6]","[7, 6, 6, 6]","[5, 6, 4, 5]","[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]"
3950,blasphemy,6.25,2.0,3.0,2.75,3.75,4.0,4.0,"[6, 6, 6, 7]","[2, 2, 2, 2]","[3, 3, 3, 3]","[3, 3, 3, 2]","[4, 4, 3, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3951,history,2.75,6.0,4.75,3.5,4.5,4.5,4.0,"[2, 3, 3, 3]","[6, 6, 6, 6]","[5, 5, 4, 5]","[4, 3, 3, 4]","[4, 5, 4, 5]","[4, 4, 5, 5]","[4, 4, 4, 4]"
3952,chute,3.75,5.0,4.5,6.0,6.0,3.0,4.0,"[3, 4, 4, 4]","[5, 5, 5, 5]","[5, 4, 4, 5]","[6, 6, 6, 6]","[6, 6, 6, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3953,mole,2.25,4.25,4.0,6.25,6.0,2.0,4.0,"[2, 2, 3, 2]","[4, 4, 5, 4]","[4, 3, 4, 5]","[6, 6, 7, 6]","[6, 6, 6, 6]","[2, 2, 2, 2]","[4, 4, 4, 4]"
3954,enquiry,3.5,5.0,5.0,3.5,3.75,3.0,4.0,"[3, 4, 3, 4]","[5, 5, 5, 5]","[5, 6, 4, 5]","[4, 3, 3, 4]","[4, 3, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3955,barge (push),3.75,4.25,4.25,5.25,5.25,4.5,4.0,"[4, 4, 4, 3]","[4, 4, 5, 4]","[5, 4, 3, 5]","[5, 5, 5, 6]","[5, 5, 6, 5]","[5, 4, 4, 5]","[4, 4, 4, 4]"
3956,grain (wheat),1.75,6.0,4.5,7.0,6.75,1.5,4.0,"[1, 2, 2, 2]","[6, 6, 6, 6]","[5, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[2, 1, 1, 2]","[4, 4, 4, 4]"
3957,bungalow,2.25,6.0,4.75,7.0,6.75,4.75,4.0,"[2, 2, 3, 2]","[6, 6, 6, 6]","[5, 5, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[5, 5, 4, 5]","[4, 4, 4, 4]"
3958,grime,4.25,2.25,3.25,6.0,6.0,2.5,4.0,"[4, 4, 4, 5]","[2, 2, 2, 3]","[3, 3, 3, 4]","[6, 6, 6, 6]","[6, 6, 6, 6]","[3, 2, 2, 3]","[4, 4, 4, 4]"
3959,fever,6.25,2.25,3.0,6.0,6.0,3.25,4.0,"[6, 6, 6, 7]","[2, 2, 2, 3]","[3, 2, 3, 4]","[6, 6, 6, 6]","[6, 6, 6, 6]","[3, 3, 3, 4]","[4, 4, 4, 4]"
3960,vanish,5.0,4.0,4.0,3.75,5.0,3.0,4.0,"[5, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 3, 5]","[4, 4, 4, 3]","[5, 5, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3961,pass (permission),2.75,6.25,5.75,4.25,4.25,3.0,4.0,"[2, 3, 3, 3]","[7, 6, 6, 6]","[6, 6, 5, 6]","[4, 4, 4, 5]","[4, 4, 5, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
3962,vicar,3.0,6.0,6.0,5.75,5.75,4.0,4.0,"[2, 3, 3, 4]","[6, 6, 6, 6]","[6, 7, 5, 6]","[6, 6, 6, 5]","[6, 5, 6, 6]","[4, 4, 4, 4]","[4, 4, 4, 4]"
3963,wool,1.75,6.0,4.25,7.0,6.75,3.0,4.0,"[1, 2, 2, 2]","[6, 6, 6, 6]","[4, 4, 4, 5]","[7, 7, 7, 7]","[6, 7, 7, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]"
