Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
scary,4,1,3.25,2.75,2.25,3.5,"[4.0, 4.0, 4.0, 4.0]","[1.0, 1.0, 2.0, 0.0]","[4.0, 3.0, 4.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 4.0, 4.0, 3.0]",3.25,2.75,2.75,2.75,1.75,"[4.0, 2.0, 4.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 4.0, 4.0, 0.0]","[4.0, 1.0, 2.0, 0.0]"
scent,2,3.75,3.5,3,4.5,3.75,"[2.0, 2.0, 2.0, 2.0]","[5.0, 0.0, 5.0, 5.0]","[3.0, 4.0, 2.0, 5.0]","[3.0, 3.0, 3.0, 3.0]","[5.0, 5.0, 4.0, 4.0]","[3.0, 4.0, 4.0, 4.0]",1.75,2,2.25,3.25,2,"[2.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 4.0]","[4.0, 1.0, 2.0, 1.0]"
scheme,2.75,0.25,2.5,1.75,1.25,3.25,"[4.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 1.0, 2.0]","[3.0, 4.0, 3.0, 3.0]",2.75,2.5,2.5,2,0.75,"[1.0, 4.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]"
scholar,2,0.75,2.25,2.25,1.5,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 3.0]",2,2.5,2,2.75,1,"[1.0, 3.0, 1.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 0.0, 1.0]"
school,2.25,0.75,2.5,2.25,1.5,3.5,"[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",3,2.75,2.75,2.25,1,"[2.0, 5.0, 2.0, 3.0]","[2.0, 4.0, 2.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 0.0, 1.0]"
science,2.25,0.5,2,2,1,3.5,"[3.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 2.0, 1.0]","[2.0, 4.0, 4.0, 4.0]",1.75,2.5,1.75,3.75,1,"[2.0, 2.0, 2.0, 1.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 2.0, 2.0]","[4.0, 4.0, 3.0, 4.0]","[0.0, 3.0, 1.0, 0.0]"
scientific,2.5,0.5,2.75,2.25,1.25,3,"[3.0, 2.0, 3.0, 2.0]","[1.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[2.0, 3.0, 4.0, 3.0]",1.5,2.25,2,2,0.5,"[1.0, 3.0, 2.0, 0.0]","[3.0, 3.0, 3.0, 0.0]","[3.0, 3.0, 2.0, 0.0]","[3.0, 2.0, 3.0, 0.0]","[0.0, 1.0, 1.0, 0.0]"
scientist,2.75,0.25,1,1.5,1.5,3.75,"[3.0, 4.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]","[2.0, 2.0, 0.0, 0.0]","[2.0, 3.0, 0.0, 1.0]","[2.0, 2.0, 2.0, 0.0]","[4.0, 4.0, 3.0, 4.0]",1.75,2.25,2.75,3.25,0.75,"[2.0, 2.0, 1.0, 2.0]","[3.0, 2.0, 1.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[4.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 2.0, 1.0]"
scissors,2.5,0.75,4.25,2,1.5,3.75,"[3.0, 4.0, 2.0, 1.0]","[1.0, 1.0, 1.0, 0.0]","[5.0, 3.0, 4.0, 5.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 3.0]",4.5,3.25,2.75,2.25,1,"[5.0, 4.0, 5.0, 4.0]","[4.0, 4.0, 2.0, 3.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 1.0]"
scoop,2,1.75,3.75,2.75,1.25,3.25,"[2.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 0.0, 1.0]","[4.0, 4.0, 3.0, 4.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 0.0, 1.0]","[3.0, 4.0, 3.0, 3.0]",3.5,3.25,2,2.5,1,"[3.0, 3.0, 3.0, 5.0]","[3.0, 3.0, 3.0, 4.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]"
scooter,3.25,0.75,3.75,2.5,1.5,3.5,"[3.0, 4.0, 3.0, 3.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 1.0, 1.0]","[3.0, 4.0, 3.0, 4.0]",3.5,3.5,2.75,2,1,"[4.0, 2.0, 4.0, 4.0]","[3.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]"
scope,2.5,1,2,2.25,1.25,3.5,"[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0]","[4.0, 3.0, 3.0, 4.0]",1.75,2,2,1.75,1.5,"[2.0, 0.0, 3.0, 2.0]","[3.0, 1.0, 2.0, 2.0]","[3.0, 1.0, 2.0, 2.0]","[3.0, 3.0, 1.0, 0.0]","[2.0, 2.0, 1.0, 1.0]"
scorch,3,0.25,3.75,3.25,2,3,"[4.0, 2.0, 3.0, 3.0]","[1.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 5.0, 4.0]","[3.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 4.0, 3.0]",4,2.75,2.75,2.25,0.5,"[4.0, 4.0, 4.0, 4.0]","[4.0, 2.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 1.0, 1.0]"
score,2.5,1,3.25,2,1.5,4,"[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 2.0, 4.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",2.25,2.75,2.75,2.25,0.75,"[3.0, 3.0, 2.0, 1.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 1.0, 0.0, 0.0]"
scored,2.5,0.5,2,2,1,2.5,"[2.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 3.0]",2.5,2,2.25,2.25,0.5,"[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
scorn,3.25,0.75,2.25,2.5,1.75,3.25,"[5.0, 4.0, 3.0, 1.0]","[1.0, 1.0, 1.0, 0.0]","[2.0, 3.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[4.0, 3.0, 3.0, 3.0]",2.75,2.25,2.25,3,2.75,"[1.0, 2.0, 5.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[4.0, 2.0, 4.0, 2.0]","[1.0, 5.0, 1.0, 4.0]"
scorpion,1.75,0.25,3.75,2.75,2,3,"[2.0, 1.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[3.0, 4.0, 4.0, 4.0]","[2.0, 4.0, 3.0, 2.0]","[4.0, 3.0, 1.0, 0.0]","[3.0, 2.0, 3.0, 4.0]",2.25,2.25,2,2.25,1,"[3.0, 1.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 1.0]"
scrap,2,0.75,3.5,2.5,1.25,2.5,"[2.0, 2.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 2.0]","[3.0, 2.0, 3.0, 2.0]",3.25,2.75,2.75,2.5,0.5,"[3.0, 3.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 1.0]"
scream,4.75,0.5,3.75,3.25,2,3,"[5.0, 4.0, 5.0, 5.0]","[0.0, 1.0, 0.0, 1.0]","[4.0, 4.0, 4.0, 3.0]","[2.0, 3.0, 4.0, 4.0]","[1.0, 2.0, 2.0, 3.0]","[4.0, 2.0, 3.0, 3.0]",1.75,3,2.5,3.75,4.75,"[1.0, 2.0, 2.0, 2.0]","[1.0, 4.0, 3.0, 4.0]","[3.0, 2.0, 2.0, 3.0]","[4.0, 3.0, 4.0, 4.0]","[5.0, 4.0, 5.0, 5.0]"
screaming,4.5,0.5,3,3.25,1.5,3.5,"[4.0, 4.0, 5.0, 5.0]","[1.0, 1.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 2.0]","[4.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 1.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",3.5,3.25,3,3.75,3.25,"[4.0, 3.0, 2.0, 5.0]","[4.0, 2.0, 3.0, 4.0]","[3.0, 3.0, 2.0, 4.0]","[3.0, 4.0, 4.0, 4.0]","[4.0, 4.0, 4.0, 1.0]"
screw,2.75,0.5,3.5,2.25,1.5,3.5,"[3.0, 2.0, 3.0, 3.0]","[1.0, 0.0, 0.0, 1.0]","[4.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[2.0, 4.0, 4.0, 4.0]",4,3,2,2.5,0.75,"[5.0, 4.0, 4.0, 3.0]","[4.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[0.0, 2.0, 1.0, 0.0]"
screwdriver,2.5,0.25,4,1.5,1.5,3.25,"[2.0, 4.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]","[5.0, 3.0, 3.0, 5.0]","[0.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 2.0]","[4.0, 3.0, 3.0, 3.0]",4,4,2.75,2.25,0.5,"[4.0, 4.0, 4.0, 4.0]","[3.0, 3.0, 5.0, 5.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 0.0, 1.0, 0.0]"
script,2.5,0.75,2.75,2.25,1,4,"[3.0, 2.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 2.0, 1.0, 4.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",1.75,2.5,2,2.75,0.5,"[3.0, 0.0, 2.0, 2.0]","[2.0, 4.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 2.0, 3.0]","[1.0, 0.0, 1.0, 0.0]"
scum,1.75,2,3.5,2.5,2.5,1.75,"[2.0, 1.0, 2.0, 2.0]","[5.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[4.0, 1.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 2.0]",1.5,1,1.75,2,0.5,"[4.0, 1.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 2.0]","[2.0, 2.0, 1.0, 2.0]","[3.0, 2.0, 1.0, 2.0]","[1.0, 1.0, 0.0, 0.0]"
scurvy,1.75,0.75,2.25,2.25,1.25,2.25,"[2.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 2.0]",1.25,1.25,1.5,1.75,1.25,"[1.0, 2.0, 2.0, 0.0]","[2.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 1.0, 1.0]","[2.0, 1.0, 1.0, 3.0]","[2.0, 1.0, 0.0, 2.0]"
sea,2.5,1.25,3.75,2.5,1.75,4,"[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 2.0]","[3.0, 4.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 2.0, 1.0, 3.0]","[4.0, 4.0, 4.0, 4.0]",3.25,3.25,3,2.75,1.25,"[5.0, 3.0, 4.0, 1.0]","[3.0, 4.0, 4.0, 2.0]","[4.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 3.0]","[2.0, 0.0, 1.0, 2.0]"
seahorse,1.75,0.75,3.5,2.75,1.5,3.75,"[2.0, 1.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[4.0, 2.0, 4.0, 4.0]","[3.0, 1.0, 3.0, 4.0]","[2.0, 1.0, 1.0, 2.0]","[5.0, 3.0, 4.0, 3.0]",2.75,1.75,1.5,2.25,1,"[3.0, 2.0, 3.0, 3.0]","[3.0, 1.0, 2.0, 1.0]","[1.0, 2.0, 1.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]"
seal,2,0.75,3.75,2.5,1.75,3.5,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[4.0, 3.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 1.0, 2.0, 2.0]","[3.0, 4.0, 3.0, 4.0]",3,2.5,2.5,2.25,0,"[4.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
seasick,3.25,1,3.25,4,2.5,2.5,"[4.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 3.0, 3.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 3.0, 3.0, 2.0]",3,2.5,2.5,2.25,1.25,"[3.0, 3.0, 4.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 3.0, 1.0, 0.0]"
season,2.75,1,3,2,2,4.25,"[3.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 2.0, 3.0, 3.0]","[1.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[4.0, 4.0, 5.0, 4.0]",2,1.5,2.25,1.75,0.75,"[3.0, 2.0, 2.0, 1.0]","[2.0, 1.0, 1.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 0.0, 3.0]","[1.0, 1.0, 0.0, 1.0]"
seasonal,2.5,0.5,3,2.25,2,3.5,"[2.0, 2.0, 3.0, 3.0]","[0.0, 1.0, 1.0, 0.0]","[2.0, 4.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 3.0, 4.0, 4.0]",2.25,2.25,2.25,2.5,1.25,"[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 2.0]"
seat,2.25,0.5,3.75,2.75,1.25,3,"[2.0, 2.0, 3.0, 2.0]","[1.0, 0.0, 0.0, 1.0]","[3.0, 4.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 1.0]","[2.0, 4.0, 3.0, 3.0]",2.5,2.25,2,1.5,0.5,"[2.0, 4.0, 4.0, 0.0]","[2.0, 4.0, 3.0, 0.0]","[2.0, 3.0, 3.0, 0.0]","[2.0, 2.0, 2.0, 0.0]","[0.0, 1.0, 1.0, 0.0]"
second,2.5,0.5,2,1.75,1.5,3.25,"[3.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[3.0, 1.0, 2.0, 2.0]","[3.0, 1.0, 2.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 4.0]",2.75,2.25,2.25,2.25,0.25,"[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
secretary,2.25,0.5,2.75,1.75,1.5,3.5,"[2.0, 3.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 2.0]","[3.0, 4.0, 4.0, 3.0]",2,2.75,2.5,2.5,1,"[2.0, 1.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 1.0, 0.0, 1.0]"
section,2.25,0.75,2.25,2,1.25,3.25,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 0.0, 1.0]","[1.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 1.0]","[1.0, 1.0, 1.0, 2.0]","[3.0, 4.0, 3.0, 3.0]",2.5,2.5,2,2.25,0.25,"[3.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]"
sector,2,0.75,2.5,2.25,1.5,3.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 2.0, 1.0]","[4.0, 3.0, 4.0, 4.0]",2.5,2.25,2.5,2.75,0.75,"[1.0, 3.0, 2.0, 4.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[1.0, 0.0, 1.0, 1.0]"
secure,2.25,0.5,3.25,2.75,1.75,3.5,"[2.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 4.0]","[2.0, 2.0, 3.0, 4.0]","[1.0, 2.0, 1.0, 3.0]","[4.0, 3.0, 3.0, 4.0]",2.25,2.75,2.25,3.25,1.25,"[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 4.0, 4.0]","[1.0, 2.0, 1.0, 1.0]"
sediment,2,0.25,4,2.5,1,3,"[2.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 3.0]",2.25,2.75,2.5,2.5,1.25,"[3.0, 2.0, 2.0, 2.0]","[3.0, 4.0, 2.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 1.0, 1.0]"
seduce,2.5,0.25,3,2.5,1.75,2.75,"[2.0, 4.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]","[5.0, 2.0, 1.0, 4.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 2.0]","[2.0, 3.0, 3.0, 3.0]",3.25,2.5,2.25,2.25,1.25,"[3.0, 2.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 0.0, 4.0, 0.0]"
seduction,2.25,3,3.25,3.75,4,3.25,"[2.0, 3.0, 2.0, 2.0]","[1.0, 5.0, 1.0, 5.0]","[2.0, 4.0, 4.0, 3.0]","[3.0, 4.0, 4.0, 4.0]","[5.0, 4.0, 3.0, 4.0]","[4.0, 3.0, 3.0, 3.0]",1.5,2,2.25,3.5,1.25,"[1.0, 2.0, 2.0, 1.0]","[3.0, 2.0, 2.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[4.0, 4.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 1.0]"
seed,2,1.75,3.25,2.5,2,2.75,"[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 3.0]","[3.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 3.0]",3,2.25,2.5,2.25,0.75,"[1.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[0.0, 2.0, 0.0, 1.0]"
seek,2.75,0.5,2.75,2.5,1,3.25,"[4.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 0.0, 1.0]","[3.0, 4.0, 3.0, 3.0]",3.25,3,2.25,3.25,1,"[3.0, 3.0, 3.0, 4.0]","[3.0, 2.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 4.0, 4.0]","[1.0, 1.0, 1.0, 1.0]"
seesaw,2.5,0.5,3.5,1.75,1.25,3.5,"[3.0, 3.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 4.0, 4.0]","[0.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0]","[4.0, 3.0, 3.0, 4.0]",4.25,3,2.5,2.25,0.75,"[4.0, 3.0, 5.0, 5.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]"
seize,2.5,1,3.5,3.75,1.5,2.5,"[2.0, 2.0, 4.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 3.0, 4.0]","[4.0, 4.0, 3.0, 4.0]","[1.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 3.0]",3.75,3.5,3.25,3,0.75,"[3.0, 4.0, 4.0, 4.0]","[3.0, 4.0, 3.0, 4.0]","[4.0, 2.0, 4.0, 3.0]","[4.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]"
seldom,1.5,0.25,2,1.25,0.75,2.75,"[2.0, 1.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[2.0, 0.0, 3.0, 3.0]","[1.0, 0.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 4.0]",1.75,1.5,1.5,2,0.5,"[2.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 1.0]","[2.0, 2.0, 1.0, 1.0]","[2.0, 3.0, 1.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
select,2,0.25,2,1.75,1.5,3.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 2.0]","[3.0, 4.0, 4.0, 4.0]",1.5,2.25,1.75,3,1.5,"[2.0, 1.0, 2.0, 1.0]","[3.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 1.0, 2.0, 1.0]"
selection,1.75,1,2.5,2,1.5,3.25,"[2.0, 2.0, 1.0, 2.0]","[1.0, 1.0, 0.0, 2.0]","[2.0, 1.0, 3.0, 4.0]","[1.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 1.0, 2.0]","[2.0, 3.0, 4.0, 4.0]",1.25,2.5,2,2.75,0.25,"[0.0, 3.0, 1.0, 1.0]","[4.0, 2.0, 1.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[4.0, 2.0, 3.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
selfish,2,0.75,2,1.75,1,3,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 3.0]",1.5,1.75,2.25,3,1.25,"[1.0, 2.0, 2.0, 1.0]","[2.0, 2.0, 2.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 1.0]"
sell,2.75,0.75,2.25,2,1.75,3.5,"[3.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 0.0, 1.0]","[2.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 1.0, 3.0]","[3.0, 4.0, 4.0, 3.0]",2.75,2.5,2.5,2,0.5,"[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
