Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
pyramid,0,0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.25,0.5,0,0.25,0,"[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
python,0,0,3.5,0,0,4.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 4.0, 4.0]",0.25,0.75,0.25,0.5,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
quack,5,0,0,0,0,0.25,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",0,0,0,0.25,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
quality,1,0.5,0.5,0.75,0.5,1.25,"[0.0, 2.0, 0.0, 2.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 1.0]",0.25,0.25,0.25,0.75,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
quantity,0.75,0,0,0.25,0,1,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 2.0]",0.25,0.25,0,0.75,1,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 0.0]","[0.0, 4.0, 0.0, 0.0]"
quantum,0.5,0,0,0.25,0,0.25,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]",0.5,0.5,0.5,0.5,0.25,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0]"
quarrel,5,0,0,1.5,0,0.25,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",0.25,0.75,0.75,2.25,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 3.0]","[5.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 4.0]"
quarry,3,0,2.25,0.25,1.25,4.25,"[3.0, 3.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 1.0, 4.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 2.0]","[5.0, 4.0, 4.0, 4.0]",1,1.5,0.5,0,0.25,"[1.0, 0.0, 0.0, 3.0]","[2.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]"
queen,1,0,0,0,0,4.25,"[2.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 4.0]",0.5,0.75,0.5,1.25,0,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
quest,1,0,0,0.75,0,0.75,"[0.0, 3.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 0.0]",1.75,1.75,0.25,1,0,"[1.0, 3.0, 0.0, 3.0]","[1.0, 3.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
question,4.25,0,0,0.25,0,0.5,"[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",0,0,0,2,3.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.0, 3.0]","[5.0, 0.0, 5.0, 5.0]"
queue,0.75,0,0,0,0,4.25,"[1.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 5.0, 5.0]",3,0.25,0,0.25,0,"[5.0, 5.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
quibble,1.25,0,0,0,0,0.75,"[0.0, 2.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0]",0.25,0.5,0.25,1,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]"
quick,1.5,0,0.75,0.75,0.25,1.25,"[1.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 4.0, 0.0]",3.5,2.25,0.75,0,0,"[0.0, 5.0, 4.0, 5.0]","[0.0, 5.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
quiet,2.25,0,0,0.25,0,0,"[1.0, 5.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.25,0.25,0.25,0.75,0.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
quietly,3.5,0,0,0.25,0,0,"[5.0, 3.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0,0,0,1,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
quill,0.25,0,3.25,0,0,3.5,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 3.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 4.0]",0.25,4.5,0,0,0,"[0.0, 0.0, 1.0, 0.0]","[5.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
quit,1.5,0,0,0.5,0,0.5,"[2.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]",0,0.5,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
quite,1.75,0,0,0,0,0,"[4.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0,0.25,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
quitter,0.75,0,0,0.75,0,1,"[0.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 1.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rabbi,0.25,0,0,0,0,4.25,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 5.0]",0.75,1.5,0.75,2.5,0.5,"[1.0, 1.0, 0.0, 1.0]","[2.0, 1.0, 2.0, 1.0]","[1.0, 1.0, 0.0, 1.0]","[4.0, 1.0, 3.0, 2.0]","[0.0, 1.0, 0.0, 1.0]"
rabbit,1.5,0,3.25,0,0.75,5,"[2.0, 2.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]",0.5,1,0,0.5,0,"[2.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rabies,0.5,0,0,2.25,0,1.25,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 4.0]",0,0.25,0,0.5,1.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 5.0]"
raccoon,1.5,0,2.25,0,1.25,4,"[1.0, 2.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",0.75,0.75,0,0.5,0,"[0.0, 2.0, 0.0, 1.0]","[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
race,3.75,0,0.25,1.5,0,4.5,"[4.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[3.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 5.0]",5,0.5,1,0.75,0,"[5.0, 5.0, 5.0, 5.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 4.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
racist,1.25,0,0,0.75,0,1.25,"[0.0, 3.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 3.0]",0,0,0,1.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
racket,4.25,0,2.75,0,0,2,"[4.0, 4.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 3.0, 2.0]",1.5,5,0.25,0,0,"[0.0, 0.0, 5.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
radiant,0.25,0,0,0.5,0,4.75,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 5.0]",0,0,0,1.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
radiator,1.75,0,4,0.75,0,4,"[1.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 3.0]","[0.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",0,1,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
radio,5,0,2.25,0,0,3.25,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 3.0, 2.0]",0,0.5,0,2.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rage,4,0,0,3.75,0,1,"[4.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 2.0]",1.25,2,1.75,4,1,"[0.0, 2.0, 2.0, 1.0]","[0.0, 2.0, 3.0, 3.0]","[0.0, 2.0, 2.0, 3.0]","[5.0, 3.0, 4.0, 4.0]","[0.0, 2.0, 1.0, 1.0]"
rail,0.75,0,2.5,0.25,0,2.5,"[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 0.0]",3,1,0.25,0,0,"[5.0, 0.0, 5.0, 2.0]","[0.0, 0.0, 1.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
railroad,4,0,0.5,0,0,4.75,"[4.0, 4.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 5.0]",3.5,2,0.5,1.25,0,"[5.0, 4.0, 2.0, 3.0]","[1.0, 2.0, 2.0, 3.0]","[1.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
rain,4.5,0,2.5,0.5,2.5,4.5,"[5.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 2.0]","[3.0, 3.0, 1.0, 3.0]","[5.0, 4.0, 5.0, 4.0]",1.5,0,0,0,0,"[5.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rainbow,0,0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0,0.25,0,3.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]"
rainforest,3.5,0,0,0,3.5,5,"[3.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 3.0, 4.0]","[5.0, 5.0, 5.0, 5.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
raise,1,0,0,0,0,0.75,"[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0]",1.25,4.75,0.25,0,0,"[0.0, 4.0, 0.0, 1.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
raisin,0.25,5,3,0,1,3.75,"[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[3.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 4.0]",0.25,2.25,0.25,0.25,3.5,"[0.0, 0.0, 1.0, 0.0]","[5.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[5.0, 0.0, 4.0, 5.0]"
ranch,0.5,0,0.75,0,2.25,4,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 3.0]","[4.0, 3.0, 4.0, 5.0]",2,2,0.75,0.5,0,"[4.0, 2.0, 0.0, 2.0]","[4.0, 2.0, 0.0, 2.0]","[3.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rancid,0.25,3.75,0.75,0,5,1.25,"[0.0, 0.0, 0.0, 1.0]","[5.0, 0.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 1.0, 4.0]",0,0.5,0,0.75,2.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[5.0, 1.0, 0.0, 5.0]"
random,0.25,0,0,0,0,0.25,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0.25,0.25,0.25,0.25,0.25,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]"
randy,0.25,0,0,0.75,0,0.5,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0]",0.25,0.25,0.5,0.5,0.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]"
range,0,0,0.5,0,0,2,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 3.0, 2.0]",0.5,1,0.5,1,0.25,"[0.0, 2.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 2.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0]"
ranger,1,0,0,0,0,3.25,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 4.0, 4.0]",3.5,3.25,0.75,1.25,0,"[4.0, 2.0, 4.0, 4.0]","[3.0, 3.0, 3.0, 4.0]","[1.0, 0.0, 0.0, 2.0]","[1.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
rank,0,0,0,0,0,1.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 2.0]",0.25,1,0,1,0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 2.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
rape,0.75,0,0,3.5,0,0.5,"[2.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0]",1,1.25,0.75,0.25,0,"[0.0, 2.0, 0.0, 2.0]","[0.0, 3.0, 0.0, 2.0]","[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
rapist,0.75,0,0,0.25,0,3.25,"[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 3.0, 1.0, 4.0]",0.5,1.5,0.5,0.25,0.25,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 4.0, 2.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]"
rare,0.25,0,0,0,0.25,1.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 2.0, 1.0]",0,0.5,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
rash,0,0,3.25,3.75,0,3.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 4.0, 5.0]","[4.0, 3.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 4.0, 3.0]",0.25,0.75,1.25,0.75,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
raspberry,0.25,5,2.75,0,4.25,4,"[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 5.0, 4.0]","[3.0, 5.0, 5.0, 3.0]",0,0,0,0.25,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
rat,1.5,0,3,0,2.5,4.5,"[0.0, 2.0, 3.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 1.0, 3.0, 3.0]","[4.0, 5.0, 5.0, 4.0]",1.25,1.5,1,1,1,"[3.0, 0.0, 0.0, 2.0]","[3.0, 0.0, 0.0, 3.0]","[3.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 0.0, 1.0]"
